Order Id,Order Date,Year,Month,Month Name,Quarter,Product Category,Size,Region,Acquisition Channel,Units Ordered,Discount Applied,Discount Pct,Order Value Usd,Manufacturing Cost Usd,Fulfillment Cost Usd,Total Cogs Usd,Gross Profit Usd,Gross Margin Pct,Is Returned
ORD-12981,30-08-2024,2024,8,Aug,Q3,Bottoms,S,North,Paid Search,2,0,0,$34.35,$7.43,$2.59,$10.02,$24.33,70.83,0
ORD-12947,31-08-2024,2024,8,Aug,Q3,Dresses,M,West,Instagram / Social,2,1,0.12,$41.14,$9.62,$2.63,$12.25,$28.89,70.22,0
ORD-12953,31-08-2024,2024,8,Aug,Q3,Tops & T-Shirts,M,South,Direct,1,1,0.09,$26.75,$6.18,$2.82,$9.00,$17.75,66.36,0
ORD-12964,31-08-2024,2024,8,Aug,Q3,Tops & T-Shirts,XL,East,Organic Search,1,0,0,$29.96,$5.97,$2.80,$8.77,$21.19,70.73,0
ORD-12974,31-08-2024,2024,8,Aug,Q3,Dresses,M,West,Instagram / Social,1,0,0,$40.11,$8.78,$2.62,$11.40,$28.71,71.58,0
ORD-13005,31-08-2024,2024,8,Aug,Q3,Bottoms,M,East,Direct,2,0,0,$32.91,$7.07,$2.80,$9.87,$23.04,70.01,0
ORD-13012,31-08-2024,2024,8,Aug,Q3,Accessories,M,East,Email Campaign,1,0,0,$20.04,$4.13,$2.75,$6.88,$13.16,65.67,0
ORD-13024,31-08-2024,2024,8,Aug,Q3,Dresses,XXL,North,Email Campaign,2,0,0,$41.43,$8.73,$2.67,$11.40,$30.03,72.48,0
ORD-13027,31-08-2024,2024,8,Aug,Q3,Accessories,M,South,Paid Search,1,0,0,$19.09,$4.15,$2.83,$6.98,$12.11,63.44,0
ORD-13032,31-08-2024,2024,8,Aug,Q3,Dresses,L,North,Paid Search,2,0,0,$43.70,$8.93,$2.49,$11.42,$32.28,73.87,0
ORD-13040,31-08-2024,2024,8,Aug,Q3,Outerwear,S,South,Direct,1,0,0,$49.61,$10.54,$2.51,$13.05,$36.56,73.69,0
ORD-13047,01-09-2024,2024,9,Sep,Q3,Dresses,XL,South,Instagram / Social,1,0,0,$43.07,$9.55,$2.56,$12.11,$30.96,71.88,0
ORD-13051,01-09-2024,2024,9,Sep,Q3,Activewear,M,East,Email Campaign,2,0,0,$35.68,$8.10,$2.75,$10.85,$24.83,69.59,1
ORD-13114,01-09-2024,2024,9,Sep,Q3,Dresses,L,North,Email Campaign,1,1,0.08,$40.56,$8.92,$2.56,$11.48,$29.08,71.7,0
ORD-13117,01-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,M,East,Paid Search,1,0,0,$28.97,$6.37,$2.75,$9.12,$19.85,68.52,1
ORD-13142,01-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,West,Direct,1,0,0,$29.68,$6.02,$2.75,$8.77,$20.91,70.45,0
ORD-13167,01-09-2024,2024,9,Sep,Q3,Bottoms,L,South,Instagram / Social,2,0,0,$33.51,$6.79,$2.83,$9.62,$23.89,71.29,0
ORD-13154,02-09-2024,2024,9,Sep,Q3,Dresses,XL,South,Paid Search,1,0,0,$43.50,$8.73,$2.62,$11.35,$32.15,73.91,0
ORD-13162,02-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,S,West,Instagram / Social,2,0,0,$30.71,$5.94,$2.51,$8.45,$22.26,72.48,0
ORD-13087,03-09-2024,2024,9,Sep,Q3,Bottoms,M,East,Email Campaign,1,0,0,$33.26,$7.36,$2.59,$9.95,$23.31,70.08,0
ORD-13090,03-09-2024,2024,9,Sep,Q3,Accessories,S,North,Paid Search,1,0,0,$19.62,$3.98,$2.68,$6.66,$12.96,66.06,0
ORD-13163,03-09-2024,2024,9,Sep,Q3,Bottoms,S,North,Instagram / Social,1,1,0.15,$33.20,$6.78,$2.71,$9.49,$23.71,71.42,0
ORD-13052,04-09-2024,2024,9,Sep,Q3,Dresses,M,South,Direct,2,1,0.14,$44.36,$8.96,$2.71,$11.67,$32.69,73.69,0
ORD-13063,04-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,M,West,Instagram / Social,1,0,0,$28.48,$6.30,$2.50,$8.80,$19.68,69.1,0
ORD-13068,04-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,North,Instagram / Social,1,0,0,$27.47,$5.91,$2.52,$8.43,$19.04,69.31,0
ORD-13122,04-09-2024,2024,9,Sep,Q3,Bottoms,M,East,Organic Search,1,0,0,$31.42,$7.28,$2.81,$10.09,$21.33,67.89,1
ORD-13129,04-09-2024,2024,9,Sep,Q3,Dresses,L,South,Paid Search,1,0,0,$40.16,$9.12,$2.50,$11.62,$28.54,71.07,0
ORD-13136,04-09-2024,2024,9,Sep,Q3,Bottoms,M,East,Email Campaign,3,1,0.12,$31.80,$7.28,$2.52,$9.80,$22.00,69.18,0
ORD-13138,04-09-2024,2024,9,Sep,Q3,Accessories,S,South,Email Campaign,2,0,0,$19.80,$3.81,$2.52,$6.33,$13.47,68.03,0
ORD-13155,04-09-2024,2024,9,Sep,Q3,Accessories,M,South,Organic Search,1,1,0.12,$18.57,$3.99,$2.64,$6.63,$11.94,64.3,0
ORD-13116,05-09-2024,2024,9,Sep,Q3,Accessories,XS,East,Email Campaign,2,0,0,$19.98,$4.10,$2.69,$6.79,$13.19,66.02,0
ORD-13146,05-09-2024,2024,9,Sep,Q3,Outerwear,L,North,Instagram / Social,1,0,0,$50.78,$10.74,$2.55,$13.29,$37.49,73.83,0
ORD-13060,07-09-2024,2024,9,Sep,Q3,Outerwear,XXL,South,Instagram / Social,3,1,0.15,$55.10,$10.82,$2.65,$13.47,$41.63,75.55,0
ORD-13054,08-09-2024,2024,9,Sep,Q3,Dresses,XL,East,Email Campaign,1,0,0,$44.91,$9.09,$2.54,$11.63,$33.28,74.1,1
ORD-13061,08-09-2024,2024,9,Sep,Q3,Dresses,XL,East,Email Campaign,2,0,0,$40.28,$9.41,$2.74,$12.15,$28.13,69.84,1
ORD-13113,08-09-2024,2024,9,Sep,Q3,Dresses,XS,North,Instagram / Social,1,0,0,$43.03,$8.79,$2.65,$11.44,$31.59,73.41,0
ORD-13118,08-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,S,West,Instagram / Social,1,0,0,$27.64,$6.20,$2.48,$8.68,$18.96,68.6,0
ORD-13158,08-09-2024,2024,9,Sep,Q3,Outerwear,M,West,Instagram / Social,3,0,0,$51.08,$10.64,$2.50,$13.14,$37.94,74.28,1
ORD-13161,08-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,S,West,Paid Search,1,0,0,$28.76,$5.81,$2.78,$8.59,$20.17,70.13,0
ORD-13082,09-09-2024,2024,9,Sep,Q3,Bottoms,M,West,Instagram / Social,1,0,0,$34.26,$6.80,$2.63,$9.43,$24.83,72.48,0
ORD-13096,09-09-2024,2024,9,Sep,Q3,Activewear,XXL,South,Instagram / Social,2,0,0,$36.95,$7.88,$2.57,$10.45,$26.50,71.72,0
ORD-13124,09-09-2024,2024,9,Sep,Q3,Bottoms,S,South,Direct,1,0,0,$33.05,$7.30,$2.59,$9.89,$23.16,70.08,0
ORD-13148,09-09-2024,2024,9,Sep,Q3,Accessories,L,East,Instagram / Social,1,0,0,$20.18,$4.10,$2.51,$6.61,$13.57,67.24,0
ORD-13048,10-09-2024,2024,9,Sep,Q3,Dresses,S,East,Instagram / Social,1,0,0,$43.03,$9.12,$2.61,$11.73,$31.30,72.74,0
ORD-13112,10-09-2024,2024,9,Sep,Q3,Dresses,M,North,Instagram / Social,1,0,0,$42.01,$9.24,$2.75,$11.99,$30.02,71.46,0
ORD-13151,10-09-2024,2024,9,Sep,Q3,Dresses,S,West,Direct,1,0,0,$41.86,$9.13,$2.73,$11.86,$30.00,71.67,1
ORD-13109,11-09-2024,2024,9,Sep,Q3,Accessories,L,East,Instagram / Social,3,0,0,$19.36,$4.04,$2.82,$6.86,$12.50,64.57,0
ORD-13177,11-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,S,North,Instagram / Social,1,0,0,$28.72,$6.29,$2.59,$8.88,$19.84,69.08,0
ORD-13066,12-09-2024,2024,9,Sep,Q3,Bottoms,S,West,Paid Search,2,0,0,$33.56,$6.96,$2.77,$9.73,$23.83,71.01,0
ORD-13091,12-09-2024,2024,9,Sep,Q3,Outerwear,S,East,Instagram / Social,3,0,0,$52.56,$11.15,$2.51,$13.66,$38.90,74.01,1
ORD-13105,12-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,East,Email Campaign,2,0,0,$28.03,$6.07,$2.62,$8.69,$19.34,69,0
ORD-13120,12-09-2024,2024,9,Sep,Q3,Bottoms,M,East,Instagram / Social,3,0,0,$35.10,$6.99,$2.64,$9.63,$25.47,72.56,0
ORD-13127,12-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,M,West,Direct,1,0,0,$30.27,$5.97,$2.61,$8.58,$21.69,71.66,0
ORD-13049,13-09-2024,2024,9,Sep,Q3,Dresses,M,North,Email Campaign,1,0,0,$40.50,$8.88,$2.57,$11.45,$29.05,71.73,0
ORD-13077,13-09-2024,2024,9,Sep,Q3,Bottoms,L,South,Instagram / Social,1,0,0,$31.86,$7.24,$2.60,$9.84,$22.02,69.11,0
ORD-13092,13-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,S,South,Instagram / Social,1,0,0,$29.27,$5.81,$2.60,$8.41,$20.86,71.27,0
ORD-13149,13-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,XL,East,Organic Search,2,0,0,$27.89,$6.00,$2.68,$8.68,$19.21,68.88,0
ORD-13160,13-09-2024,2024,9,Sep,Q3,Accessories,S,North,Email Campaign,1,0,0,$18.06,$3.97,$2.65,$6.62,$11.44,63.34,0
ORD-13080,14-09-2024,2024,9,Sep,Q3,Dresses,S,West,Paid Search,1,1,0.11,$45.53,$9.34,$2.82,$12.16,$33.37,73.29,0
ORD-13085,14-09-2024,2024,9,Sep,Q3,Accessories,S,North,Organic Search,1,1,0.12,$20.10,$4.13,$2.77,$6.90,$13.20,65.67,0
ORD-13050,15-09-2024,2024,9,Sep,Q3,Dresses,L,North,Organic Search,1,0,0,$44.85,$9.47,$2.78,$12.25,$32.60,72.69,0
ORD-13073,15-09-2024,2024,9,Sep,Q3,Bottoms,M,East,Instagram / Social,1,0,0,$34.76,$6.79,$2.53,$9.32,$25.44,73.19,0
ORD-13079,15-09-2024,2024,9,Sep,Q3,Dresses,XS,West,Direct,1,0,0,$45.19,$8.95,$2.60,$11.55,$33.64,74.44,0
ORD-13150,15-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,M,East,Email Campaign,1,0,0,$27.35,$6.32,$2.63,$8.95,$18.40,67.28,0
ORD-13156,15-09-2024,2024,9,Sep,Q3,Bottoms,XL,North,Instagram / Social,1,0,0,$33.45,$6.93,$2.75,$9.68,$23.77,71.06,1
ORD-13100,16-09-2024,2024,9,Sep,Q3,Bottoms,S,South,Direct,2,0,0,$35.17,$6.81,$2.82,$9.63,$25.54,72.62,0
ORD-13121,16-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,M,South,Email Campaign,1,0,0,$30.69,$6.13,$2.75,$8.88,$21.81,71.07,0
ORD-13133,16-09-2024,2024,9,Sep,Q3,Outerwear,M,East,Instagram / Social,1,0,0,$49.92,$11.53,$2.60,$14.13,$35.79,71.69,0
ORD-13143,16-09-2024,2024,9,Sep,Q3,Dresses,S,South,Instagram / Social,1,0,0,$44.33,$9.52,$2.78,$12.30,$32.03,72.25,0
ORD-13165,16-09-2024,2024,9,Sep,Q3,Bottoms,L,East,Paid Search,1,0,0,$35.35,$6.99,$2.51,$9.50,$25.85,73.13,1
ORD-13069,17-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,South,Organic Search,1,0,0,$28.31,$6.10,$2.67,$8.77,$19.54,69.02,0
ORD-13071,17-09-2024,2024,9,Sep,Q3,Bottoms,L,East,Paid Search,2,0,0,$35.16,$7.25,$2.71,$9.96,$25.20,71.67,0
ORD-13137,17-09-2024,2024,9,Sep,Q3,Bottoms,XL,East,Email Campaign,1,1,0.12,$32.64,$7.18,$2.52,$9.70,$22.94,70.28,0
ORD-13166,17-09-2024,2024,9,Sep,Q3,Bottoms,S,East,Organic Search,1,0,0,$32.09,$7.21,$2.51,$9.72,$22.37,69.71,0
ORD-13169,17-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,XL,South,Instagram / Social,2,0,0,$30.14,$6.21,$2.64,$8.85,$21.29,70.64,1
ORD-13174,17-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,S,East,Instagram / Social,1,0,0,$27.70,$6.05,$2.59,$8.64,$19.06,68.81,0
ORD-13059,18-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,East,Paid Search,1,0,0,$29.85,$5.98,$2.82,$8.80,$21.05,70.52,1
ORD-13095,18-09-2024,2024,9,Sep,Q3,Outerwear,S,East,Instagram / Social,2,0,0,$51.52,$11.21,$2.53,$13.74,$37.78,73.33,0
ORD-13176,18-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,West,Email Campaign,2,1,0.09,$28.29,$6.19,$2.53,$8.72,$19.57,69.18,0
ORD-13097,19-09-2024,2024,9,Sep,Q3,Outerwear,M,East,Email Campaign,2,1,0.13,$55.51,$11.01,$2.58,$13.59,$41.92,75.52,0
ORD-13168,19-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,North,Email Campaign,1,0,0,$26.90,$6.15,$2.64,$8.79,$18.11,67.32,0
ORD-13171,19-09-2024,2024,9,Sep,Q3,Dresses,L,East,Email Campaign,1,0,0,$42.08,$9.09,$2.66,$11.75,$30.33,72.08,0
ORD-13053,20-09-2024,2024,9,Sep,Q3,Outerwear,M,South,Paid Search,1,0,0,$55.43,$10.98,$2.50,$13.48,$41.95,75.68,0
ORD-13055,20-09-2024,2024,9,Sep,Q3,Outerwear,XL,East,Paid Search,2,1,0.09,$49.66,$10.94,$2.72,$13.66,$36.00,72.49,0
ORD-13089,20-09-2024,2024,9,Sep,Q3,Outerwear,L,South,Direct,1,0,0,$52.81,$10.57,$2.75,$13.32,$39.49,74.78,0
ORD-13106,20-09-2024,2024,9,Sep,Q3,Accessories,L,West,Instagram / Social,1,0,0,$18.72,$3.95,$2.54,$6.49,$12.23,65.33,0
ORD-13144,20-09-2024,2024,9,Sep,Q3,Activewear,S,East,Paid Search,1,1,0.16,$35.21,$7.94,$2.50,$10.44,$24.77,70.35,0
ORD-13075,21-09-2024,2024,9,Sep,Q3,Bottoms,L,East,Instagram / Social,1,0,0,$33.73,$6.98,$2.70,$9.68,$24.05,71.3,1
ORD-13110,21-09-2024,2024,9,Sep,Q3,Outerwear,M,North,Paid Search,1,0,0,$55.81,$10.82,$2.64,$13.46,$42.35,75.88,1
ORD-13119,21-09-2024,2024,9,Sep,Q3,Accessories,M,East,Email Campaign,1,0,0,$18.66,$4.07,$2.55,$6.62,$12.04,64.52,0
ORD-13153,21-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,North,Organic Search,2,0,0,$27.12,$5.99,$2.55,$8.54,$18.58,68.51,0
ORD-13076,22-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,XXL,East,Paid Search,1,0,0,$28.97,$6.21,$2.77,$8.98,$19.99,69,0
ORD-13078,22-09-2024,2024,9,Sep,Q3,Bottoms,XL,South,Paid Search,1,0,0,$31.36,$7.26,$2.47,$9.73,$21.63,68.97,0
ORD-13088,22-09-2024,2024,9,Sep,Q3,Bottoms,XS,North,Instagram / Social,3,0,0,$33.91,$7.04,$2.64,$9.68,$24.23,71.45,1
ORD-13125,22-09-2024,2024,9,Sep,Q3,Outerwear,S,East,Instagram / Social,1,1,0.17,$55.20,$10.80,$2.77,$13.57,$41.63,75.42,0
ORD-13147,22-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,East,Paid Search,1,0,0,$27.83,$6.20,$2.57,$8.77,$19.06,68.49,0
ORD-13057,23-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,South,Instagram / Social,1,0,0,$27.26,$6.16,$2.48,$8.64,$18.62,68.31,0
ORD-13058,23-09-2024,2024,9,Sep,Q3,Dresses,S,West,Email Campaign,1,1,0.06,$42.28,$9.58,$2.50,$12.08,$30.20,71.43,0
ORD-13115,23-09-2024,2024,9,Sep,Q3,Bottoms,S,West,Direct,1,0,0,$34.77,$6.88,$2.48,$9.36,$25.41,73.08,0
ORD-13159,23-09-2024,2024,9,Sep,Q3,Accessories,M,East,Paid Search,1,1,0.12,$19.42,$3.84,$2.78,$6.62,$12.80,65.91,0
ORD-13064,24-09-2024,2024,9,Sep,Q3,Bottoms,M,East,Instagram / Social,1,0,0,$32.87,$7.08,$2.55,$9.63,$23.24,70.7,1
ORD-13098,24-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,M,East,Email Campaign,1,1,0.19,$29.35,$5.97,$2.62,$8.59,$20.76,70.73,0
ORD-13101,24-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,M,West,Instagram / Social,2,0,0,$29.30,$6.17,$2.50,$8.67,$20.63,70.41,0
ORD-13103,24-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,XL,East,Organic Search,1,1,0.12,$29.96,$5.86,$2.60,$8.46,$21.50,71.76,0
ORD-13107,24-09-2024,2024,9,Sep,Q3,Bottoms,S,West,Direct,1,0,0,$32.64,$6.90,$2.49,$9.39,$23.25,71.23,0
ORD-13126,24-09-2024,2024,9,Sep,Q3,Bottoms,M,South,Paid Search,1,1,0.05,$31.86,$7.26,$2.59,$9.85,$22.01,69.08,0
ORD-13141,24-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,M,West,Paid Search,1,0,0,$28.26,$6.27,$2.82,$9.09,$19.17,67.83,0
ORD-13157,24-09-2024,2024,9,Sep,Q3,Accessories,S,South,Instagram / Social,2,1,0.13,$20.48,$3.85,$2.67,$6.52,$13.96,68.16,0
ORD-13172,24-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,XXL,North,Instagram / Social,1,0,0,$27.95,$6.08,$2.50,$8.58,$19.37,69.3,0
ORD-13173,24-09-2024,2024,9,Sep,Q3,Outerwear,S,East,Direct,1,1,0.18,$52.72,$10.98,$2.60,$13.58,$39.14,74.24,1
ORD-13074,25-09-2024,2024,9,Sep,Q3,Accessories,L,East,Organic Search,2,0,0,$19.96,$4.15,$2.65,$6.80,$13.16,65.93,0
ORD-13099,25-09-2024,2024,9,Sep,Q3,Bottoms,L,West,Direct,1,0,0,$31.56,$7.32,$2.66,$9.98,$21.58,68.38,0
ORD-13102,25-09-2024,2024,9,Sep,Q3,Accessories,S,South,Email Campaign,1,0,0,$19.66,$4.05,$2.57,$6.62,$13.04,66.33,0
ORD-13123,25-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,S,East,Paid Search,2,0,0,$28.25,$5.97,$2.66,$8.63,$19.62,69.45,0
ORD-13135,25-09-2024,2024,9,Sep,Q3,Dresses,S,North,Instagram / Social,2,0,0,$43.72,$8.98,$2.49,$11.47,$32.25,73.76,0
ORD-13140,25-09-2024,2024,9,Sep,Q3,Bottoms,L,North,Organic Search,1,0,0,$34.30,$7.34,$2.73,$10.07,$24.23,70.64,0
ORD-13152,25-09-2024,2024,9,Sep,Q3,Bottoms,M,North,Paid Search,2,1,0.08,$32.97,$6.85,$2.74,$9.59,$23.38,70.91,0
ORD-13067,26-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,XS,South,Instagram / Social,1,0,0,$27.36,$6.37,$2.83,$9.20,$18.16,66.37,0
ORD-13072,26-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,West,Instagram / Social,1,0,0,$29.79,$5.97,$2.60,$8.57,$21.22,71.23,0
ORD-13104,26-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,South,Email Campaign,3,1,0.13,$30.52,$6.20,$2.65,$8.85,$21.67,71,0
ORD-13108,26-09-2024,2024,9,Sep,Q3,Bottoms,XXL,North,Instagram / Social,2,0,0,$32.34,$7.21,$2.82,$10.03,$22.31,68.99,0
ORD-13132,26-09-2024,2024,9,Sep,Q3,Dresses,M,West,Instagram / Social,2,1,0.12,$41.25,$8.74,$2.51,$11.25,$30.00,72.73,0
ORD-13178,26-09-2024,2024,9,Sep,Q3,Accessories,S,South,Paid Search,1,1,0.14,$18.57,$3.94,$2.71,$6.65,$11.92,64.19,0
ORD-13081,27-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,South,Paid Search,2,0,0,$27.16,$6.09,$2.67,$8.76,$18.40,67.75,0
ORD-13083,27-09-2024,2024,9,Sep,Q3,Dresses,M,North,Instagram / Social,2,1,0.07,$42.22,$9.53,$2.63,$12.16,$30.06,71.2,0
ORD-13145,27-09-2024,2024,9,Sep,Q3,Dresses,L,West,Paid Search,1,0,0,$43.09,$9.04,$2.76,$11.80,$31.29,72.62,0
ORD-13179,27-09-2024,2024,9,Sep,Q3,Accessories,L,East,Paid Search,1,1,0.05,$18.65,$3.96,$2.68,$6.64,$12.01,64.4,0
ORD-13086,28-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,L,East,Paid Search,2,0,0,$30.41,$6.11,$2.70,$8.81,$21.60,71.03,0
ORD-13093,28-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,M,South,Email Campaign,1,0,0,$29.12,$5.91,$2.75,$8.66,$20.46,70.26,0
ORD-13094,28-09-2024,2024,9,Sep,Q3,Outerwear,M,West,Paid Search,1,0,0,$49.88,$11.42,$2.67,$14.09,$35.79,71.75,0
ORD-13131,28-09-2024,2024,9,Sep,Q3,Bottoms,S,North,Organic Search,1,1,0.07,$32.82,$7.00,$2.81,$9.81,$23.01,70.11,0
ORD-13164,28-09-2024,2024,9,Sep,Q3,Outerwear,S,North,Organic Search,1,0,0,$53.25,$11.46,$2.70,$14.16,$39.09,73.41,1
ORD-13062,29-09-2024,2024,9,Sep,Q3,Outerwear,L,North,Email Campaign,1,0,0,$54.67,$11.27,$2.79,$14.06,$40.61,74.28,0
ORD-13084,29-09-2024,2024,9,Sep,Q3,Activewear,XXL,West,Paid Search,3,0,0,$34.87,$8.06,$2.60,$10.66,$24.21,69.43,0
ORD-13111,29-09-2024,2024,9,Sep,Q3,Bottoms,XL,South,Instagram / Social,2,0,0,$31.49,$7.33,$2.48,$9.81,$21.68,68.85,0
ORD-13130,29-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,S,North,Instagram / Social,2,0,0,$27.20,$5.89,$2.64,$8.53,$18.67,68.64,0
ORD-13139,29-09-2024,2024,9,Sep,Q3,Tops & T-Shirts,XL,South,Paid Search,1,0,0,$27.84,$5.96,$2.72,$8.68,$19.16,68.82,0
ORD-13056,30-09-2024,2024,9,Sep,Q3,Accessories,S,East,Instagram / Social,1,0,0,$17.95,$3.99,$2.72,$6.71,$11.24,62.62,0
ORD-13065,30-09-2024,2024,9,Sep,Q3,Outerwear,M,North,Instagram / Social,1,0,0,$53.52,$10.63,$2.54,$13.17,$40.35,75.39,0
ORD-13070,30-09-2024,2024,9,Sep,Q3,Bottoms,L,West,Instagram / Social,3,0,0,$35.18,$6.92,$2.62,$9.54,$25.64,72.88,0
ORD-13128,30-09-2024,2024,9,Sep,Q3,Dresses,XS,West,Paid Search,2,0,0,$41.15,$8.85,$2.71,$11.56,$29.59,71.91,0
ORD-13134,30-09-2024,2024,9,Sep,Q3,Outerwear,M,West,Direct,1,1,0.09,$55.12,$10.66,$2.61,$13.27,$41.85,75.93,0
ORD-13170,30-09-2024,2024,9,Sep,Q3,Accessories,S,South,Instagram / Social,1,0,0,$19.85,$3.92,$2.49,$6.41,$13.44,67.71,0
ORD-13175,30-09-2024,2024,9,Sep,Q3,Outerwear,M,East,Email Campaign,3,0,0,$55.29,$10.88,$2.79,$13.67,$41.62,75.28,0
ORD-13180,30-09-2024,2024,9,Sep,Q3,Bottoms,XS,East,Email Campaign,1,1,0.14,$35.45,$6.85,$2.80,$9.65,$25.80,72.78,0
ORD-13246,01-10-2024,2024,10,Oct,Q4,Outerwear,L,South,Direct,3,0,0,$50.86,$10.55,$2.82,$13.37,$37.49,73.71,0
ORD-13256,01-10-2024,2024,10,Oct,Q4,Dresses,S,East,Instagram / Social,1,1,0.19,$41.60,$9.14,$2.56,$11.70,$29.90,71.87,0
ORD-13296,01-10-2024,2024,10,Oct,Q4,Accessories,S,East,Paid Search,2,0,0,$18.85,$3.84,$2.66,$6.50,$12.35,65.52,0
ORD-13311,01-10-2024,2024,10,Oct,Q4,Outerwear,S,North,Organic Search,1,0,0,$55.59,$10.97,$2.69,$13.66,$41.93,75.43,0
ORD-13187,02-10-2024,2024,10,Oct,Q4,Outerwear,XXL,North,Organic Search,3,0,0,$52.68,$11.41,$2.82,$14.23,$38.45,72.99,0
ORD-13290,02-10-2024,2024,10,Oct,Q4,Outerwear,S,South,Organic Search,1,1,0.11,$49.29,$11.36,$2.55,$13.91,$35.38,71.78,0
ORD-13314,02-10-2024,2024,10,Oct,Q4,Outerwear,L,North,Paid Search,1,1,0.17,$55.04,$10.69,$2.61,$13.30,$41.74,75.84,0
ORD-13320,02-10-2024,2024,10,Oct,Q4,Bottoms,XL,North,Paid Search,3,0,0,$34.44,$7.36,$2.74,$10.10,$24.34,70.67,0
ORD-13195,03-10-2024,2024,10,Oct,Q4,Outerwear,L,South,Email Campaign,3,0,0,$51.03,$10.92,$2.65,$13.57,$37.46,73.41,0
ORD-13239,03-10-2024,2024,10,Oct,Q4,Outerwear,L,East,Instagram / Social,2,0,0,$53.11,$10.78,$2.55,$13.33,$39.78,74.9,0
ORD-13260,03-10-2024,2024,10,Oct,Q4,Bottoms,M,South,Direct,1,0,0,$34.62,$6.99,$2.52,$9.51,$25.11,72.53,0
ORD-13307,03-10-2024,2024,10,Oct,Q4,Outerwear,M,West,Email Campaign,1,0,0,$49.36,$11.39,$2.80,$14.19,$35.17,71.25,0
ORD-13222,04-10-2024,2024,10,Oct,Q4,Accessories,L,South,Organic Search,1,0,0,$17.94,$3.99,$2.54,$6.53,$11.41,63.6,0
ORD-13243,04-10-2024,2024,10,Oct,Q4,Bottoms,L,East,Instagram / Social,2,0,0,$34.01,$7.23,$2.68,$9.91,$24.10,70.86,0
ORD-13251,04-10-2024,2024,10,Oct,Q4,Activewear,L,East,Instagram / Social,1,0,0,$36.70,$8.17,$2.70,$10.87,$25.83,70.38,0
ORD-13268,04-10-2024,2024,10,Oct,Q4,Bottoms,S,East,Paid Search,1,1,0.15,$35.16,$7.08,$2.62,$9.70,$25.46,72.41,1
ORD-13310,04-10-2024,2024,10,Oct,Q4,Outerwear,L,North,Organic Search,2,0,0,$49.39,$11.54,$2.64,$14.18,$35.21,71.29,0
ORD-13226,05-10-2024,2024,10,Oct,Q4,Activewear,M,East,Organic Search,1,0,0,$35.65,$7.72,$2.70,$10.42,$25.23,70.77,0
ORD-13258,05-10-2024,2024,10,Oct,Q4,Dresses,L,South,Instagram / Social,3,0,0,$45.35,$9.05,$2.52,$11.57,$33.78,74.49,0
ORD-13262,05-10-2024,2024,10,Oct,Q4,Dresses,S,West,Email Campaign,1,0,0,$43.02,$8.97,$2.78,$11.75,$31.27,72.69,0
ORD-13269,05-10-2024,2024,10,Oct,Q4,Outerwear,M,South,Paid Search,2,0,0,$50.96,$10.98,$2.70,$13.68,$37.28,73.16,0
ORD-13279,05-10-2024,2024,10,Oct,Q4,Tops & T-Shirts,M,West,Paid Search,1,0,0,$28.88,$6.27,$2.83,$9.10,$19.78,68.49,0
ORD-13294,05-10-2024,2024,10,Oct,Q4,Tops & T-Shirts,XS,South,Paid Search,2,0,0,$27.57,$5.97,$2.52,$8.49,$19.08,69.21,0
